,Hexagonal cylinder beads,Cylindrical beads,Type¢¹ big barrel beads,Type¢º big barrel beads,Type ¢» big barrel beads,Type ¢» small barrel beads,Ball beads,Multilateral spherical beads
Number,439,75,59,19,72,8,69,4
